학습용텍스트,위험도_정답
따뜻한 라테 한 잔 부탁드려요,0.1
미술관에서 어떤 작품이 가장 인상적이었나요,0.1
휴대전화 저장 공간을 정리하고 있어요,0.1
충전기 길이가 긴 제품을 찾고 있어요,0.1
좋아하는 계절은 언제인가요?,0.1
아이가 먹기 좋은 음식이 있나요?,0.1
이번 휴일에 바다를 보러 가고 싶어요,0.1
주말에 친구와 카페에서 만나기로 했어요,0.1
주말에 방문하기 좋은 박물관이 있나요?,0.1
책을 반납하는 날짜를 확인하고 싶어요,0.1
좌석을 고를 때 좋은 위치가 어디인가요?,0.1
분실한 물건이 접수되었는지 문의하고 싶어요,0.1
영화관에 팝콘과 음료를 함께 주문할 수 있나요?,0.1
영화 예매를 취소하는 방법을 알려 주세요,0.1
공공기관의 운영 시간을 알려 주세요,0.1
이메일 제목을 어떻게 작성하면 좋을까요,0.1
주말 저녁 영화 좌석이 남아 있나요?,0.1
수건을 햇볕에 말리고 있어요,0.1
편안한 하루를 위한 습관이 궁금해요,0.1
인터넷 속도를 확인하는 방법이 있나요?,0.1
맛있는 간식을 준비해 두었어요,0.1
초보자에게 적합한 악기가 궁금해요,0.1
컴퓨터 키보드를 청소하는 방법이 궁금해요,0.1
집에 화분을 하나 더 놓고 싶어요,0.1
저녁에는 기온이 얼마나 내려갈까요?,0.1
영어 단어를 쉽게 외우는 방법이 궁금해요,0.1
아이스티에 레몬을 넣어 주세요,0.1
꽃다발을 주문하려고 하는데 배달이 가능한가요?,0.1
주말에 맛있는 브런치를 먹고 싶어요,0.1
새로운 취미로 그림을 배워 보고 싶어요,0.1
인터넷 쇼핑몰의 운영 시간을 알려 주세요,0.1
주말 오후에 볼 만한 공연이 있나요?,0.1
새로운 머그컵에 차를 담아 마셨어요,0.1
집에서 즐거운 시간을 보내는 방법이 궁금해요,0.1
샐러드에 올리브유를 조금 넣었어요,0.1
가을에 방문하기 좋은 지역이 어디인가요?,0.1
이 카페는 디저트 종류가 다양하네요,0.1
아침에 상쾌하게 일어나는 방법이 궁금해요,0.1
공부할 때 집중하기 좋은 환경은 어떤 곳인가요?,0.1
전구를 교체하는 방법을 알려 주세요,0.1
영화관 좌석을 미리 고르고 싶어요,0.1
산책하기 좋은 길을 알려 주세요,0.1
채식 메뉴도 준비되어 있나요?,0.1
도서 반납 날짜를 확인하고 싶어요,0.1
영화관에서 상영 중인 작품을 알려 주세요,0.1
신선한 과일을 골라 담았어요,0.1
인터넷 쇼핑몰에서 운동화를 찾아보고 있어요,0.1
새로운 커튼을 달아 방 분위기를 바꾸고 싶어요,0.1
연필과 펜 중 무엇이 더 편리한가요?,0.1
따뜻한 햇살을 보니 기분이 좋아요,0.1
책상 위에 둘 작은 조명을 찾고 있어요,0.1
기차 안에서 인터넷을 사용할 수 있나요?,0.1
화분을 창가에 어떻게 배치하면 좋을까요?,0.1
화상 회의 시간을 확인했어요,0.1
주민센터 방문 예약 방법을 확인하고 싶어요,0.1
아침마다 창가에서 햇빛을 쬐어요,0.1
사진을 찍기 좋은 장소를 알려 주세요,0.1
편안한 자세로 앉는 방법을 알려 주세요,0.1
나무에 새잎이 돋아나고 있어요,0.1
새 휴대전화의 설정 방법을 알려 주세요,0.1
아침 식사가 포함된 숙소를 찾고 있어요,0.1
빵이 노릇하게 잘 구워졌어요,0.1
냉장고에 있는 재료로 무엇을 만들 수 있을까요?,0.1
요즘 어떤 음악을 자주 들으세요,0.1
좌석은 가운데 쪽이 편할 것 같아요,0.1
집에서 인터넷 속도를 확인해 보고 있어요,0.1
오늘 저녁 상영 시간표를 알려 주세요,0.1
주말에 가까운 공원으로 산책을 가고 싶어요,0.1
전자책을 읽을 수 있는 앱을 추천해 주세요,0.1
주소를 정확하게 입력했는지 살펴봤어요,0.1
아침 운동은 몇 분 정도가 적당한가요?,0.1
간단하게 만들 수 있는 파스타가 있나요?,0.1
미용실 예약 가능 시간을 알려 주세요,0.1
요리책 중에서 초보자에게 맞는 책이 있을까요?,0.1
기차 여행을 계획하고 있어요,0.1
회원 가입 없이 구매할 수 있나요?,0.1
계절마다 풍경이 달라서 즐거워요,0.1
주말에 볼 애니메이션을 찾고 있어요,0.1
책상에서 공부하기 좋은 음악을 알려 주세요,0.1
식탁에 예쁜 접시를 놓았어요,0.1
주변에 볼 만한 명소가 있나요?,0.1
주말 날씨가 좋으면 자전거를 탈 거예요,0.1
가벼운 우산을 하나 사고 싶어요,0.1
주문한 상품의 교환 절차를 알려 주세요,0.1
조용히 책 읽기 좋은 카페가 있나요?,0.1
집 안을 조금 정리해 보려고 해요,0.1
환불 절차를 안내해 주세요,0.1
좋아하는 간식은 무엇인가요?,0.1
요가 수업 시간을 확인하고 싶어요,0.1
근처 박물관의 휴관일을 알려 주세요,0.1
새로운 하루를 여유롭게 시작하고 싶어요,0.1
오늘은 일찍 잠자리에 들려고 해요,0.1
책장을 깔끔하게 정리하고 싶어요,0.1
편안한 운동화를 새로 사고 싶어요,0.1
좋아하는 가수의 새 앨범을 들었어요,0.1
여행 중 사용할 간단한 회화를 배우고 싶어요,0.1
프린터로 사진을 출력하고 싶어요,0.1
내일은 따뜻한 옷을 입는 게 좋겠어요,0.1
같은 제품의 다른 크기도 있나요?,0.1
소파에 쿠션을 하나 더 놓을까요,0.1
신선한 재료를 준비해 두었어요,0.1
과일을 조금 더 사 두면 좋겠어요,0.1
영화 예매 좌석을 변경할 수 있나요?,0.1
흰옷을 깨끗하게 세탁하는 방법이 궁금해요,0.1
새로운 다이어리를 고르는 중이에요,0.1
주말에 박물관을 방문해 보고 싶어요,0.1
재미있는 보드게임을 추천해 주세요,0.1
가을에 방문하기 좋은 산책길이 있을까요?,0.1
신발 세탁 서비스가 있나요?,0.1
식물 잎을 깨끗하게 관리하는 방법을 알려 주세요,0.1
점심으로 어떤 메뉴를 드실 예정인가요?,0.1
외국어 공부를 다시 시작하려고 해요,0.1
여행 준비물 목록을 알려 주세요,0.1
영화관 근처에 주차장이 있나요?,0.1
보드게임을 함께 즐기고 싶어요,0.1
여유로운 오후를 보내고 싶어요,0.1
여름에는 시원한 수박이 생각나요,0.1
아침 시간을 효율적으로 보내고 싶어요,0.1
선물용 머그컵을 추천해 주세요,0.1
자막이 있는 상영 회차를 찾고 있어요,0.1
오늘 기분에 어울리는 색을 골라 보세요,0.1
아침에 들으면 좋은 노래가 있나요?,0.1
화분에 물을 주는 간격이 궁금해요,0.1
반려식물에 물을 주는 주기를 알려 주세요,0.1
꽃이 많이 피는 계절은 언제인가요?,0.1
거실에 작은 조명을 추가했어요,0.1
창문이 있는 방을 예약하고 싶어요,0.1
책상 위를 정돈하는 좋은 방법이 있나요?,0.1
집에서 할 수 있는 취미에는 무엇이 있나요?,0.1
식물 잎이 노랗게 변하는 이유가 궁금해요,0.1
계절이 바뀌어 옷장을 정리했어요,0.1
사진을 클라우드에 저장했어요,0.1
온라인으로 영화 예매가 가능한가요?,0.1
오늘은 책을 읽으며 쉬고 싶어요,0.1
가볍게 걸을 수 있는 산책로가 있나요?,0.1
휴식 시간을 효율적으로 보내는 방법이 있나요?,0.1
아침에 활기를 더해 주는 노래를 알려 주세요,0.1
카페에서 창가 자리에 앉고 싶어요,0.1
주말에 열리는 플리마켓이 궁금해요,0.1
아이와 함께 갈 만한 박물관을 알려 주세요,0.1
계절이 지난 옷은 어떻게 보관하나요?,0.1
주문한 음료가 나오는 데 얼마나 걸리나요?,0.1
어떤 식물이 관리하기 쉬운가요,0.1
향초는 어떤 향이 가장 인기 있나요,0.1
휴대전화 배터리를 오래 사용하는 방법이 있나요?,0.1
편안한 운동복을 고르는 기준이 있나요?,0.1
모두 건강하고 평온한 하루 보내세요,0.1
파일을 다른 기기로 옮기는 쉬운 방법이 있나요?,0.1
문서 파일을 PDF로 저장하는 방법이 궁금해요,0.1
책상 위에 놓을 작은 조명을 찾고 있어요,0.1
오늘부터 독서를 시작하려고 해요,0.1
작은 텃밭을 시작하고 싶어요,0.1
기차표 예매가 잘 완료되었어요,0.1
새 노트에 계획을 적어 보려고 해요,0.1
영화 시작 시간이 몇 시인지 알려 주세요,0.1
주방 청소 순서를 알려 주세요,0.1
화상 통화에 필요한 준비물을 알려 주세요,0.1
세탁하기 편한 침구를 찾고 있어요,0.1
아침에 이불을 잘 개어 두었어요,0.1
장바구니에 담은 상품을 비교하고 있어요,0.1
여행용 가방의 크기를 확인해 주세요,0.1
초보자용 뜨개질 실을 알려 주세요,0.1
바다를 바라보며 쉬고 싶어요,0.1
따뜻한 수프가 먹고 싶은 저녁이에요,0.1
화상 통화 화면을 선명하게 설정하고 싶어요,0.1
디저트로 과일을 준비했어요,0.1
도서관에서 책을 예약하고 싶어요,0.1
감사한 마음을 전할 문장을 알려 주세요,0.1
사진을 찍기 좋은 장소를 추천해 주세요,0.1
아침마다 커피를 한 잔씩 마셔요,0.1
회원 가입 없이도 구매할 수 있나요?,0.1
영화관에서 코미디 영화를 예매하고 싶어요,0.1
책장을 새로 정돈했어요,0.1
그림 그리기를 배우면 재미있을 것 같아요,0.1
주방 수건을 새것으로 바꾸고 싶어요,0.1
여행용 가방은 어떤 크기가 편리한가요?,0.1
퍼즐을 맞추는 시간이 즐거워요,0.1
사진을 보며 즐거웠던 일을 이야기했어요,0.1
따뜻한 차를 마시면 마음이 편안해져요,0.1
햇살이 좋아서 산책하고 싶어요,0.1
최근에 출간된 에세이를 추천해 주세요,0.1
나무 그늘이 시원해서 좋았어요,0.1
영화관 좌석을 미리 선택할 수 있나요?,0.1
편안한 잠옷을 추천해 주세요,0.1
가벼운 스트레칭 방법을 알려 주세요,0.1
오늘은 계단을 이용해 보려고 해요,0.1
생일 선물을 고르고 있어요,0.1
주말에 집에서 영화를 보고 싶어요,0.1
저녁에는 가족과 함께 식사할 예정이에요,0.1
새로운 사람에게 보낼 생일 축하 문구가 필요해요,0.1
공항까지 가는 버스 시간표를 확인하고 싶어요,0.1
여행 가방을 효율적으로 싸는 방법이 궁금해요,0.1
사진 촬영을 잘하는 방법을 알려 주세요,0.1
숙소를 예약할 때 확인할 사항을 알려 주세요,0.1
새 달력을 벽에 걸고 싶어요,0.1
최근에 나온 소설을 추천해 주세요,0.1
요리한 음식을 예쁜 그릇에 담았어요,0.1
전자책을 읽을 수 있는 앱이 있나요?,0.1
조용한 산책로가 있는 여행지를 찾고 있어요,0.1
빨래가 햇볕에 잘 마르고 있어요,0.1
새로운 휴대전화 요금제를 알아보고 있어요,0.1
재미있는 드라마를 찾고 있어요,0.1
아침마다 가볍게 스트레칭을 하고 있어요,0.1
새로운 노트를 펼치니 기분이 좋아요,0.1
새 베개를 고를 때 무엇을 봐야 하나요?,0.1
피아노 연주를 배우고 싶어요,0.1
이 셔츠는 세탁이 가능한가요?,0.1
아침 식사로 먹기 좋은 메뉴가 궁금해요,0.1
책상 위에 놓을 조명을 찾고 있어요,0.1
휴대전화 배터리를 충전하고 있어요,0.1
국에 파를 넣으면 향이 좋아져요,0.1
물을 자주 주지 않아도 되는 화분이 있을까요?,0.1
조용한 음악을 들으며 쉬고 있어요,0.1
카페에서 노트북을 사용해도 될까요?,0.1
안경을 맞추는 데 얼마나 걸리나요?,0.1
오늘 배운 내용을 천천히 복습하려고 해요,0.1
근처에 맛있는 빵집이 어디에 있나요?,0.1
오늘은 하늘이 맑아서 기분이 좋네요,0.1
기차로 가기 좋은 여행지를 추천해 주세요,0.1
새로 나온 예고편을 봤어요,0.1
책상을 효율적으로 배치하고 싶어요,0.1
컴퓨터 화면 밝기를 조금 낮춰 주세요,0.1
주말 오후에 영화를 보려고 해요,0.1
자막이 있는 상영을 찾고 있어요,0.1
화분에 적합한 흙을 추천해 주세요,0.1
부드러운 색상의 셔츠가 마음에 들어요,0.1
공항까지 가는 대중교통을 알려 주세요,0.1
회의 일정은 오후 세 시예요,0.1
기타 초보 교재를 추천해 주세요,0.1
악기를 배울 수 있는 학원을 추천해 주세요,0.1
이번 주말에 당일치기 여행을 가고 싶어요,0.1
화면에서 본 색상과 실제 색상이 비슷한가요?,0.1
컴퓨터 파일을 깔끔하게 분류하고 싶어요,0.1
오전 일정은 모두 마무리했어요,0.1
집에서 그림을 그려 보고 싶어요,0.1
사진을 안전하게 보관하는 방법을 알려 주세요,0.1
창가 좌석으로 선택할 수 있을까요,0.1
프린터 사용 방법을 알려 주세요,0.1
책상 주변을 정돈하니 일이 잘돼요,0.1
오늘은 김밥을 주문할까 고민 중이에요,0.1
회원 가입 절차를 알려 주세요,0.1
어린이용 그림책을 추천해 주세요,0.1
예쁜 꽃다발을 주문하고 싶어요,0.1
자전거를 타기 좋은 공원이 있을까요?,0.1
여행지의 기온을 미리 확인하고 싶어요,0.1
선물 포장 서비스를 이용할 수 있나요?,0.1
컴퓨터 파일을 깔끔하게 정리하는 요령을 알려 주세요,0.1
아침으로 어떤 메뉴가 좋을까요?,0.1
간식으로 먹기 좋은 과일을 추천해 주세요,0.1
편안하게 들을 수 있는 음악을 알려 주세요,0.1
오늘 오후에 산책을 하고 싶어요,0.1
옷장 정리를 시작하려고 해요,0.1
향이 은은한 방향제를 추천해 주세요,0.1
사진을 클라우드에 저장하려면 어떻게 하나요?,0.1
봄에는 어떤 꽃이 가장 예쁜가요?,0.1
책을 대여하려면 무엇이 필요한가요?,0.1
비 오는 날 듣기 좋은 음악이 궁금해요,0.1
오늘 찍은 사진이 아주 잘 나왔어요,0.1
좌석 배치도를 미리 볼 수 있나요?,0.1
문자 메시지 알림을 조절하고 싶어요,0.1
새 컴퓨터를 고를 때 중요한 기준은 무엇인가요?,0.1
집에서 피자를 만들어 보고 싶어요,0.1
하늘 사진을 찍으니 색감이 예쁘게 나왔어요,0.1
공원에서 자전거를 빌릴 수 있을까요?,0.1
새로 나온 차를 한번 마셔 보고 싶어요,0.1
주방을 빠르게 청소하는 순서를 추천해 주세요,0.1
최근에 본 영화가 정말 인상적이었어요,0.1
자동이체 설정 방법이 궁금합니다,0.1
집에서 신기 좋은 슬리퍼를 사고 싶어요,0.1
가벼운 노트북을 추천해 주세요,0.1
퍼즐을 하면서 여유로운 시간을 보내고 싶어요,0.1
사진 촬영 기초를 배우고 싶습니다,0.1
자동이체를 신청하려면 어떤 서류가 필요한가요?,0.1
저녁에는 좋아하는 음악을 들을 거예요,0.1
오늘 장을 볼 목록을 적어 두었어요,0.1
요즘 아침 기온이 많이 낮아졌네요,0.1
꽃다발을 오래 보관하는 방법이 궁금해요,0.1
간단한 요리 수업을 찾아보고 있어요,0.1
아이와 함께 갈 수 있는 박물관을 알려 주세요,0.1
커피에 우유를 조금 넣어 주세요,0.1
파스타에 어떤 소스를 넣으면 맛있나요?,0.1
세탁기 사용 방법을 확인하고 있어요,0.1
아침에 먹기 좋은 시리얼을 추천해 주세요,0.1
새로운 소설을 읽으며 휴식하고 싶어요,0.1
이번 달에 열리는 전시회를 추천해 주세요,0.1
프린터 잉크를 교체하는 방법을 알려 주세요,0.1
냉장고 속 재료로 만들 수 있는 요리가 있을까요?,0.1
여행을 간다면 어디로 가고 싶으세요?,0.1
이 셔츠는 어떤 색상이 가장 인기 있나요,0.1
후식으로 아이스크림을 먹을까요,0.1
주말에는 집에서 푹 쉬고 싶어요,0.1
일기 예보를 확인해 보았어요,0.1
라테에 시럽을 추가할 수 있나요?,0.1
단어를 쉽게 외우는 요령이 있나요?,0.1
미술관 운영 시간을 알려 주세요,0.1
인터넷 연결 상태가 좋아졌어요,0.1
주말에 가까운 공원에 가고 싶어요,0.1
아침에 마시기 좋은 음료를 추천해 주세요,0.1
상품 색상을 변경할 수 있나요?,0.1
친구에게 보낼 생일 선물을 고르고 있어요,0.1
창가 좌석을 선택할 수 있을까요,0.1
집에서 만들기 쉬운 디저트를 알려 주세요,0.1
아침으로 어떤 음식을 드셨나요?,0.1
아침에 기분 좋게 일어나는 방법은 무엇인가요?,0.1
온라인 주문 상품은 언제 도착하나요?,0.1
오븐 없이 만들 수 있는 간식이 있을까요?,0.1
간단한 파스타 레시피를 추천해 주세요,0.1
편안한 의자에 앉아 잠시 쉬고 있어요,0.1
우산을 챙기는 것이 좋을까요?,0.1
좋은 음악을 추천해 주실 수 있나요?,0.1
주말에 갈 만한 근교 여행지를 추천해 주세요,0.1
오늘은 과일을 어떤 종류로 먹으면 좋을까요?,0.1
무료 배송 기준을 알려 주세요,0.1
운동 전에 먹기 좋은 간식이 궁금해요,0.1
집안 공기를 상쾌하게 하는 방법이 궁금해요,0.1
차가운 물을 한 잔 마시고 싶어요,0.1
가을 하늘이 정말 높아 보여요,0.1
오늘 저녁에는 가족과 함께 식사할 예정이에요,0.1
일기를 꾸준히 쓰는 방법이 있을까요?,0.1
저녁에는 바람이 조금 선선하겠어요,0.1
산책하기 좋은 시간대가 언제인가요?,0.1
집 근처 우체국의 운영 시간을 알려 주세요,0.1
기차표를 예매하는 방법을 알려 주세요,0.1
이불은 햇볕에 말리면 좋겠어요,0.1
화상 회의 배경을 깔끔하게 꾸몄어요,0.1
채식 메뉴가 있는 식당을 찾고 있어요,0.1
관광 안내소 위치를 알려 주세요,0.1
모바일 결제 사용 방법을 설명해 주세요,0.1
사과를 얇게 썰어 샐러드에 넣었어요,0.1
식탁에 냅킨을 준비해 주세요,0.1
무선 이어폰의 사용 방법을 알려 주세요,0.1
주말에 공원 산책을 하고 싶어요,0.1
내일은 조금 일찍 일어나 보려고 해요,0.1
새 휴대전화를 고를 때 중요한 기능은 무엇인가요?,0.1
요즘 그림 그리기에 관심이 생겼어요,0.1
생일 선물로 무엇이 좋을까요,0.1
집에서 사용할 공기청정기를 고르고 있어요,0.1
가벼운 배낭을 추천해 주세요,0.1
샌드위치에 넣으면 좋은 재료를 추천해 주세요,0.1
매일 영어 공부를 꾸준히 하는 방법이 궁금해요,0.1
새로운 카페를 찾아보는 일이 재미있어요,0.1
부담 없이 전할 수 있는 선물을 추천해 주세요,0.1
창문을 열어도 공기가 괜찮을까요?,0.1
저녁 메뉴로 김치볶음밥은 어떨까요?,0.1
잔잔한 피아노 곡을 알려 주세요,0.1
이곳의 대표 메뉴는 무엇인가요,0.1
내일은 기온이 조금 내려간다고 해요,0.1
요즘 일교차가 커서 옷차림을 고민하게 돼요,0.1
감사 카드를 직접 만들어 보고 싶어요,0.1
온라인으로 좌석을 예매할 수 있나요?,0.1
하루를 계획하는 간단한 방법을 알려 주세요,0.1
점심에 김밥을 먹는 건 어떨까요?,0.1
새로운 책을 읽고 싶습니다,0.1
식기세척기 관리 방법을 알려 주세요,0.1
지하철역까지 걸어서 얼마나 걸리나요,0.1
집 안을 환기하니 공기가 상쾌해요,0.1
냉장고에 있는 재료로 무엇을 만들까요,0.1
작은 화분을 선물하고 싶어요,0.1
창문을 깨끗하게 닦는 방법이 궁금해요,0.1
집중력을 높이는 공부 방법이 궁금해요,0.1
뜨개질을 처음 배우려면 무엇이 필요한가요?,0.1
아침 운동은 얼마나 하는 게 좋을까요?,0.1
숙소에 조식이 포함되어 있나요?,0.1
공항까지 가는 가장 편한 방법이 무엇인가요?,0.1
봄에 어울리는 가벼운 재킷을 찾고 있어요,0.1
아늑한 분위기의 카페를 추천해 주세요,0.1
아침 식사가 포함되어 있나요,0.1
무난한 디자인의 시계를 추천해 주세요,0.1
아침 일찍 문을 여는 카페가 있을까요?,0.1
제품의 크기를 확인하고 싶어요,0.1
냉장고에 있는 채소로 무엇을 만들 수 있나요?,0.1
숙소를 예약할 때 확인할 사항은 무엇인가요?,0.1
자전거를 타기 좋은 장소를 추천해 주세요,0.1
책상 위를 깔끔하게 정리했어요,0.1
포장 서비스를 이용할 수 있나요?,0.1
사진 촬영을 배울 수 있는 강좌가 있나요?,0.1
한글 맞춤법을 확인할 수 있는 사이트가 있나요?,0.1
감사한 마음을 담은 카드를 만들고 싶어요,0.1
온라인 강의를 찾아보고 있어요,0.1
기차표를 예매할 수 있는 시간을 알려 주세요,0.1
이 제품은 냉장 보관해야 하나요,0.1
이번 달에는 눈이 내릴 가능성이 있나요?,0.1
간단하게 만들 수 있는 파스타가 있을까요?,0.1
아침 알람을 몇 시로 맞추면 좋을까요?,0.1
여름 휴가를 준비할 때 필요한 목록을 만들어 주세요,0.1
오늘 날씨가 참 맑네요,0.1
운동 후에 시원한 물을 마셨어요,0.1
주말에 식물원에 가고 싶어요,0.1
편안한 베개를 추천해 주세요,0.1
세탁기 청소 주기를 알려 주세요,0.1
옷장을 계절별로 정리하고 싶어요,0.1
갓 구운 빵이 나오는 시간을 알고 싶어요,0.1
